zw,Please select your battalion,What is your time in service?,"Have you completed a mobilization or deployment? (SAD, Title 10, Title 32, etc.)",If you are deploying in the next twelve months do you have any questions or concerns regarding an upcoming deployment?,Have you used any form of educational assistance?,"If ""yes"" what educational benefits have you utilized and have you had any issues utilizing them?",Are you aware of the 211 resource?,Have you had any pay issues to include bonuses not being paid in a timely manner?,Do you feel like your leadership is competent and interested in your development as a soldier and civilian?,Would you be interested in extending or re-enlisting?,Would you be interested in re-enlisting or extending if you were at a different unit?,Would you be interested in re-enlisting or extending if you could acquire a new MOS?,Do you feel valued at your unit?,What made you join the Army National Guard?,What has changed over the course of your enlistment that may have negatively impacted your desire to stay in? ,"In as much detail as you would like, please explain why you are, or are not interested in extending or re-enlisting.",What changes would you make to improve the morale of soldiers within your company or battlion?,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Have you attended any military schools other than your initial entry training?,"If ""No"" please elaborate on what would make you feel like a more valued asset to the team."
6/20/2025 12:49:38,ZGEAA (429th BN),Greater than 3 years but less than 6,No,,Yes,Federal Tuition Assistance- difficulty with obtaining prior to classes being released,No,Yes,Yes,Yes,I am happy at my current unit,I am happy in my current MOS,Yes,"Serve my country, and education benefits ","Didn’t feel like I finished yet, interested in taking more courses/classes","Interested in more classes/schools-
Not interested due to family planning/raising children",N/A,,,,,,,No,
6/20/2025 12:50:38,ZGEAA (429th BN),Less than 3 years,No,,No,,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,Military ID,None,Benefits,Nine,,,,,,,No,
6/20/2025 12:52:05,PHPAA (1-116th INF BN),Greater than 6 years but less than 12,Yes,,Yes,G.I. Bill,No,Yes,Yes,No,No,No,No,Not sure.,The time requirement and the influence that it has on my career outside of the military. They can’t directly punish me but they still do in ways.,I never want to deploy.,I would greatly improving the planning process and information distribution to the lowest level. The lack of detailed planning or rushed training events degrades the quality of training.,,,,,,,Yes,I feel as if I’m just another number.
6/20/2025 12:52:58,8BJAA (JFHQ),Greater than 6 years but less than 12,Yes,,Yes,Post 9/11 GI Bill,Yes,Yes,No,Yes,Yes,I am happy in my current MOS,No,To continue my service after active duty and serve Virginia ,Inadequate leadership ,"I need ALC for my 420 warrant application. I am constantly asking for the class, and not receiving any responses. My Life and career can't be put on hold snd held hostage any more ",Help get questions answered ,,,,,,,Yes,My emails and IPPSA tickets go unanswered 
6/20/2025 12:54:05,PHMAA (111th FA BN),Greater than 6 years but less than 12,No,No,No,,No,No,Yes,No,No,Yes,Yes,Country,Unpredictable timelines and unrealistic expectations and Muta 6+,I don’t have enough time with my family,Not having extended ATs and Muta 6+,,,,,,,Yes,
6/20/2025 12:54:22,PHPAA (1-116th INF BN),Greater than 12 years,Yes,No,No,,No,No,No,No,Yes,Yes,No,Wanted to serve my state,Decisions by CoC that let me know my welfare does not matter at all,I or my expertise have no vale ,"Have decision makers listen to those with paticular expertise
Don't screw Soldiers",,,,,,,Yes,"Doing my job
Being heard"
6/20/2025 13:00:54,PE1AA (229th Engineer),Less than 3 years,No,"Not presently, no.",No,,No,No,Yes,Yes,Yes,Yes,Yes,"I wanted to better myself while performing a federal public service. At the same time, I also wanted to challenge myself while acquiring new skills in life.","Well, at the moment I am looking into OCS at Fort Barfoot. I would like to utilize my MA degree and gain more leadership skills. I am just a little disappointed that I could've started an officer path at the beginning of my contract, even though my recruiter told me it wasn't an option in my case. That's all.",I am interested in serving until retirement and gaining as much experience as possible for my entire professional career. I am aiming to continue bettering myself and acquiring a PhD through the Military.,I would provide them with further incentive and more equipment that would allow them to perform their duties better and more effectively. Anything that I could do to better their work environment in a military manner is what I would do to improve their morale.,,,,,,,No,
6/20/2025 13:01:06,X58AA (183rd CAV),Greater than 12 years,Yes,Na,Yes,Yes,Yes,No,Yes,Yes,I am happy at my current unit,I am happy in my current MOS,Yes,Service,Transformation ,Na,Nothing ,,,,,,,Yes,
6/20/2025 13:01:33,PHMAA (111th FA BN),Greater than 6 years but less than 12,Yes,,Yes,"EAP, GI Bill",Yes,No,Yes,Undecided,Yes,Yes,Yes,"Service to the nation, education benefits, retirement ",Physical demand of the job,Undetermined this time as I currently have years left on current contract.  ,Clear communication across the board. It appears Battalion communication is consistently unclear that is pushed out to the Battery’s ,,,,,,,Yes,
6/20/2025 13:03:15,X58AA (183rd CAV),Greater than 12 years,Yes,No ,Yes,No ,No,Yes,Yes,Yes,Yes,Yes,Yes,College,Perspective ,N/A,N/A,,,,,,,Yes,
6/20/2025 13:12:09,XA3AA (1-116th 3rd BN),Greater than 12 years,Yes,No,Yes,9/11 GU,Yes,No,Yes,Undecided,No,I am happy in my current MOS,Yes,September 11th,Nothing,Still got 4 more to complete,Morale events,,,,,,,Yes,
6/20/2025 13:13:48,ZGEAA (429th BN),Greater than 3 years but less than 6,No,No,No,No,No,Yes,No,No,No,Yes,No,Peer pressure ,Leadership,Higher enlisted feels entitled to anything because of their rank ,I don’t know ,,,,,,,No,No
6/20/2025 13:16:54,PE1AA (229th Engineer),Greater than 6 years but less than 12,Yes,,Yes,"STA, GI bill",No,No,Yes,Yes,I am happy at my current unit,Yes,Yes,Career choice,My temper ,"No benefit, no incentive, same guard. ","Give bonuses for reenlistment to ALL soldiers, provide training to soldiers who want to go to school and utilize their benefits. Also provide step by step processes to enjoy all benefits that are provided by the guard that only 10% know about",,,,,,,Yes,
6/20/2025 13:17:45,ZGEAA (429th BN),Greater than 12 years,Yes,I dont know if im deploying in the next 12 months. ,No,,No,Yes,Yes,No,No,No,Yes,The scholarship for school,The lack of attention to basic soldier care like millage to and from drill and lack of lodging on IDT weekends for those driving 150 miles +. Its been partially addressed recently but funding ran out only a few months in. Our armorys are not suitable lodging given their present states.,Same answer as above. If I had at least a hotel room on drill weekend I would stay in much longer.,"Again, lodging in kind during drill weekend for soldiers driving across the state of Virginia.",,,,,,,Yes,
6/20/2025 13:27:57,X58AA (183rd CAV),Greater than 6 years but less than 12,No,,Yes,State TA,No,No,Yes,Undecided,Yes,Yes,Yes,School,The people,I am to retire ,"More morale flights, those were awesome",,,,,,,No,
6/20/2025 13:30:59,PHMAA (111th FA BN),Less than 3 years,No,,No,,No,Yes,Yes,Undecided,I am happy at my current unit,Yes,Yes,Family benefits ,Expectations ,Not looking forward to deploying ,No answer,,,,,,,No,
6/20/2025 13:34:45,PE1AA (229th Engineer),Less than 3 years,No,No,Yes,Army ignited ,Yes,No,Yes,Yes,Yes,Yes,Yes,Benefits ,None,None,None,,,,,,,No,
6/20/2025 13:37:33,ZGEAA (429th BN),Less than 3 years,Yes,No,Yes,State Ta,No,Yes,Yes,Yes,Yes,Yes,No,Schooling ,Leadership,Experience ,Leadership,,,,,,,Yes,
6/20/2025 13:39:22,PE1AA (229th Engineer),Greater than 6 years but less than 12,Yes,No,Yes,Fed TA,Yes,No,Yes,Yes,No,Yes,Yes,TuitionAssistance,The BDEs lack of supporting down trace BNs,Because I get to shoot guns and do land nav,Give out how the boards work for promotions by points etc for E6 and above. (The criteria) Like many other states do instead of soloing and being open to scrutiny. ,,,,,,,Yes,
6/20/2025 13:52:09,PHPAA (1-116th INF BN),Less than 3 years,Yes,No,Yes,Montgomery Gibill,No,Yes,No,No,No,No,No,School and money,Lack of communication and the unit treating me like an adult ,Terrible 1st SSG that only cares about his ranking up,Better communication and being there for the soldiers when they need help. Also don’t treat a soldier negative. Also if we’re called the best unit by everyone don’t treat us like shit.,,,,,,,No,Respect and understand my needs 
6/20/2025 13:59:04,PHPAA (1-116th INF BN),Less than 3 years,No,,Yes,Montgomery GI SR,No,No,No,No,No,No,No,School and serving my countries people.,Face paint being required.,"Lack of communication up and down the chain of command, leadership not having great communication skills, being told that split request will not be considered, being lied to about schedules, having to do other MOS jobs for them like KP duty, food being poor in quality and quantity, lack of selection for schools, being treated like a child and not being respected and being treated like we are not responsible, having to wear face paint even though it is pointless.","Fix the food, fix the speed of communication, not wear face paint, be better organized.",,,,,,,No,Being treated like a competent adult and not like a child with no responsibility or respect.
6/20/2025 14:03:33,XA3AA (1-116th 3rd BN),Greater than 3 years but less than 6,Yes,No,Yes,Va guard tuition reimbursement,No,No,Yes,Yes,I am happy at my current unit,Yes,Yes,Opportunity to serve and do cool stuff ,Bad commander,N/a,Change of commander (company,,,,,,,Yes,
6/20/2025 14:04:11,ZGEAA (429th BN),Greater than 12 years,Yes,N/A,Yes,GI Bill,No,Yes,Yes,Yes,I am happy at my current unit,Yes,Yes,Left AD and wanted to continue service,Promotion capabilities ,To continue AGR service,Transparency in upward mobility across the state and an increase in available schools. ,,,,,,,Yes,
6/20/2025 14:04:22,ZGEAA (429th BN),Less than 3 years,No,no,No,,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,1weekend a month and 2 weeks during the summer,the heat,ts is NOT 1 weekend a month and 2 weeks in the summer,more hotdogs,,,,,,,No,
6/20/2025 14:05:43,X58AA (183rd CAV),Greater than 3 years but less than 6,Yes,I’m not deploying ,Yes,STAP and Federal tuition assistance ,No,No,Yes,No,No,No,Yes,Pay for school,Getting married,Do not want to deploy again,I don’t know,,,,,,,No,I feel valued 
6/20/2025 14:07:30,V6VAA (1-116th),Greater than 3 years but less than 6,No,No,No,,No,No,Yes,Undecided,Yes,I am happy in my current MOS,Yes,To serve my community state and country ,Cooth with how orders are given ,I would like to get back to a unit closer to where I live. I got promoted out and I cannot deny promotions ,More polite leadership where applicable ,,,,,,,No,
6/20/2025 14:09:08,PE1AA (229th Engineer),Greater than 3 years but less than 6,No,No,No,,No,No,Yes,No,No,Yes,Yes,I wanted to do somthing.,Nothing,Nothing,More funding for equipment ,,,,,,,Yes,
6/20/2025 14:09:55,ZGEAA (429th BN),Greater than 12 years,Yes,No,Yes,GI Bill,No,Yes,No,No,No,No,No,I transitioned from active duty. ,I have been an E-5 since 2018 and have been denied any promotion due to error on my leadership’s part. Or I have been unable to obtain a promotion due to the limited number of slots in the state. ,"The National Guard places a giant burden of stress on my life. I show up to drill and am treated like a child during my time on duty. All of my time and experience across the army amount to exactly nothing. Enlisted soldiers are treated as though they’re irrelevant and they know it. Just the thought of having to attend drill makes me wince. 
Not to mention all of the time spent away from family. The days of my life that could have been spent productively advancing my life, were thrown into the garbage by my decision to re-enlist into the Army National Guard. My ETS date is in a few short months. I haven’t been happier in years. I can finally start living my life without the burden of SAD duty call ups, completely disorganized missions like Jan 6th, or potential irrelevant deployments to places like Qatar to do nothing for a year. ",The Military is the most abusive relationship I have ever been in. They promise they’ll stop drinking and the minute a soldier re-enlists the Army says “where’s my bottle so I can finish it and then beat you with it”. A good place to start would be to make soldiers feel as valued all the time as you tell them they are when you’re begging them to re-enlist. ,,,,,,,Yes,"I am an NCO with 13 years of experience in multiple MOSs with active duty time. The officers of the 429th treat their NCOs as though they were privates, with no regard for the amount of time or experience they have. "
6/20/2025 14:13:13,PE1AA (229th Engineer),Greater than 3 years but less than 6,No,,Yes,No,No,No,Yes,Undecided,I am happy at my current unit,Yes,Yes,Experience,None,I enjoy being in the army as a part time,Better/modern equipment,,,,,,,No,
6/20/2025 14:21:07,PHPAA (1-116th INF BN),Greater than 3 years but less than 6,Yes,No,Yes,Gi bill,No,Yes,No,No,Yes,Yes,No,Serve my country,SFC Osborne of A co 1-116th is a horrible leader,SFC Osborne ,Change leadership ,,,,,,,Yes,Leadership is horrible 
6/20/2025 14:21:48,PHPAA (1-116th INF BN),Less than 3 years,No,,No,,No,Yes,Yes,Yes,I am happy at my current unit,Yes,No,I wanted to join the military at a younger age while still in school,Sleep,I’m doing my 20 years,Sleep,,,,,,,No,
6/20/2025 14:23:16,PHPAA (1-116th INF BN),Less than 3 years,Yes,,Yes,"State TA, Federal TA",No,Yes,Yes,Undecided,Yes,Yes,Yes,Education benefits,Long ATs,Interference with professional development.,Better food,,,,,,,No,
6/20/2025 14:23:17,V5KAA (29th DIV),Greater than 3 years but less than 6,No,,No,,Yes,No,Yes,Undecided,Yes,Yes,Yes,Family ,Nothing ,AGR job,More sleep ,,,,,,,Yes,
6/20/2025 14:41:38,ZGEAA (429th BN),Greater than 6 years but less than 12,Yes,,Yes,,No,No,Yes,Undecided,I am happy at my current unit,I am happy in my current MOS,Yes,Tuition,Not receiving enough MOS specific training since AIT,Undecided,I feel my leadership does a good job at accommodating soldiers as much as they are able to,,,,,,,No,
6/20/2025 14:42:37,PE1AA (229th Engineer),Greater than 6 years but less than 12,Yes,N/A,Yes,Post 9/11 GI Bill,No,No,Yes,Yes,I am happy at my current unit,Yes,Yes,Service to country/health care,Low standards in the Army.,N/A,Better communication.,,,,,,,Yes,
6/20/2025 14:42:45,X58AA (183rd CAV),Greater than 3 years but less than 6,No,,Yes,TA & GI Bill,No,No,Yes,No,No,No,Yes,Pay for college ,Nothing ,Already have a job in the civilian world ,None ,,,,,,,No,
6/20/2025 15:03:12,PHMAA (111th FA BN),Greater than 3 years but less than 6,No,,Yes,,No,Yes,Yes,Yes,Yes,Yes,Yes,School,Nothing yet,Im re enlisting,Nothing ,,,,,,,No,
